token_id,buyer,seller,price
51,,nirbhik.…,0.02Ξ ($37)
51,,thisisca…,0.15Ξ ($332)
51,,chev.eth,"0.51Ξ ($1,969)"
51,0xe34bde,WrappedC…,
52,0xc352b5,,
52,,0x100a74,<0.01Ξ ($0)
52,,0x3f2de6,0.03Ξ ($55)
52,,0x3f2de6,0.03Ξ ($73)
52,,0xf57792,"1Ξ ($2,492)"
52,,0xf57792,"1Ξ ($3,167)"
52,,0x5a03c0,"1.10Ξ ($3,548)"
52,,0x5a03c0,"1.10Ξ ($3,548)"
53,0xc352b5,,
53,,Carlini8,2Ξ ($264)
53,,Carlini8,2Ξ ($255)
53,,0xdcf227,"12.25Ξ ($16,587)"
53,,0xdcf227,"12.25Ξ ($16,036)"
53,,0xdcf227,"17.25Ξ ($22,811)"
53,,,"20Ξ ($26,612)"
53,0xdcf227,0xc352b5,"20Ξ ($26,612)"
53,,,"53Ξ ($90,774)"
53,,,"23.50Ξ ($42,755)"
53,,,
53,,,"30Ξ ($53,317)"
53,,,"22Ξ ($42,352)"
53,jmg,0xdcf227,"22Ξ ($42,803)"
53,,,"37.59Ξ ($74,836)"
53,,,"38.29Ξ ($74,591)"
53,,,
53,,,"53Ξ ($82,932)"
53,,,
53,0xb813c6,jmg,
53,,beautifu…,"40Ξ ($72,832)"
53,,beautifu…,"40Ξ ($77,772)"
53,,,"74.99Ξ ($161,073)"
53,,,"67.99Ξ ($146,763)"
53,,,"59.99Ξ ($152,615)"
53,,,"58.99Ξ ($130,419)"
53,,,"57.99Ξ ($158,298)"
53,,,"53Ξ ($177,134)"
53,,,"49.99Ξ ($191,901)"
53,,,"48.99Ξ ($186,958)"
53,,,"46.99Ξ ($121,299)"
53,,0xa94181,"17.50Ξ ($33,815)"
53,,0xa94181,"17.50Ξ ($35,747)"
53,,,"39.99Ξ ($84,211)"
53,,,"53Ξ ($113,248)"
53,,,"79.99Ξ ($193,641)"
53,,,"77.99Ξ ($201,542)"
53,,,"69.99Ξ ($183,248)"
53,,laz.eth,"44Ξ ($109,414)"
53,,,"129.99Ξ ($326,046)"
53,,laz.eth,"44Ξ ($110,905)"
53,0xe20388,0xb813c6,"129.99Ξ ($432,676)"
54,0xc352b5,,
54,,Pranksy,1Ξ ($132)
54,,Pranksy,1Ξ ($136)
54,,0x754fe6,"3Ξ ($1,016)"
54,,0x754fe6,"3Ξ ($1,016)"
54,,Cry,"10Ξ ($13,397)"
54,,Cry,"10Ξ ($13,519)"
54,,Cry,"15Ξ ($20,279)"
54,,Cry,"15Ξ ($20,656)"
54,,0x4affe1,"57Ξ ($149,740)"
54,,0x4affe1,"57Ξ ($142,346)"
55,0xc352b5,,
55,,plzsir.m…,"4Ξ ($5,267)"
55,,plzsir.m…,"4Ξ ($6,442)"
55,,plzsir.m…,"8Ξ ($12,883)"
55,,plzsir.m…,"8Ξ ($21,519)"
56,0xc352b5,,
57,0xc352b5,,
58,0xc352b5,,
58,,0x443b1a,0Ξ ($5)
58,,0x824679,0.02Ξ ($14)
58,,0x7f3560,0.02Ξ ($5)
58,,0x7f3560,0.02Ξ ($2)
58,,Pranksy,1Ξ ($132)
58,,Pranksy,1Ξ ($129)
58,,MrTpunks,"5Ξ ($1,181)"
58,,MrTpunks,"5Ξ ($1,119)"
58,,0x18c32a,"40Ξ ($110,584)"
58,,0x18c32a,"40Ξ ($110,584)"
58,,northwal…,"0.50Ξ ($1,275)"
58,,northwal…,"0.50Ξ ($1,221)"
58,alien635…,0xc352b5,
58,,0x856eea,"49Ξ ($120,515)"
58,,0x856eea,"49Ξ ($127,259)"
59,0xc352b5,,
59,,0x7760e0,0.05Ξ ($14)
59,,0x7760e0,0.05Ξ ($14)
59,,0xc991fd,"22Ξ ($39,085)"
59,,0xc991fd,"22Ξ ($40,306)"
60,0xc352b5,,
60,0xe34bde,0xc352b5,
60,0xfd9065,0xe34bde,
60,WrappedC…,0xfd9065,
60,,0xf09d1a,<0.01Ξ ($2)
60,,rolexwat…,<0.01Ξ ($2)
60,,0x9da8be,<0.01Ξ ($12)
60,0xe34bde,WrappedC…,
61,0xc352b5,,
61,,0x6611fe,0.25Ξ ($66)
61,,0x717403,0.25Ξ ($67)
61,,0xccf236,"0.35Ξ ($1,130)"
61,,0xccf236,"0.35Ξ ($1,324)"
62,0xc352b5,,
62,,2pac,"6.20Ξ ($3,239)"
62,,2pac,"6.20Ξ ($3,056)"
63,0xc352b5,,
63,0xe34bde,0xc352b5,
63,0xfd9065,0xe34bde,
63,WrappedC…,0xfd9065,
63,,0xf09d1a,<0.01Ξ ($2)
63,,0x098eb2,0.05Ξ ($160)
63,0xe34bde,WrappedC…,
64,0xc352b5,,
64,,Pranksy,1Ξ ($132)
64,,Pranksy,1Ξ ($129)
64,,Pranksy,1.50Ξ ($315)
64,,Pranksy,1.50Ξ ($298)
64,,0x195b6c,0.08Ξ ($245)
64,,0x9ee4ca,"5Ξ ($15,579)"
64,,0x9ee4ca,"5Ξ ($15,900)"
65,0xc352b5,,
66,0xc352b5,,
66,,TweetyPi…,2.50Ξ ($515)
66,,TweetyPi…,2.50Ξ ($515)
66,,Michel_M…,0.66Ξ ($161)
66,,Michel_M…,0.66Ξ ($208)
67,0xc352b5,,
67,,Pranksy,2Ξ ($420)
67,,Pranksy,2Ξ ($397)
67,,snax,"4Ξ ($1,502)"
67,,snax,"4Ξ ($1,541)"
67,,0xb70c1a,"44Ξ ($110,000)"
67,,0xb70c1a,"44Ξ ($105,981)"
67,,0xb70c1a,"50Ξ ($118,318)"
67,,0xb70c1a,"50Ξ ($131,560)"
68,0xc352b5,,
68,0xe34bde,0xc352b5,
68,0xfd9065,0xe34bde,
68,WrappedC…,0xfd9065,
68,0xe34bde,WrappedC…,
69,0xc352b5,,
69,,hhhh,0.69Ξ ($92)
69,,hhhh,0.69Ξ ($94)
69,,NFTcrypt…,0.70Ξ ($270)
69,,NFTcrypt…,0.70Ξ ($267)
69,,ddaavvee,"5Ξ ($1,894)"
69,,ddaavvee,"5Ξ ($1,804)"
69,0xe34bde,0xc352b5,
69,0xfd9065,0xe34bde,
69,WrappedC…,0xfd9065,
69,,0x8d9568,"22Ξ ($40,120)"
69,,0x8d9568,"22Ξ ($40,132)"
69,,0x6b3e41,"23Ξ ($74,262)"
69,,0x0821c9,"28Ξ ($90,051)"
69,,0x0821c9,"28Ξ ($95,522)"
69,0xe34bde,WrappedC…,
69,,0xd38dfe,"100Ξ ($399,936)"
70,0xc352b5,,
70,,snoopalo…,"0.50Ξ ($1,962)"
70,,snoopalo…,"0.50Ξ ($1,423)"
71,0xc352b5,,
71,,0xce6259,"2Ξ ($2,616)"
71,,0xce6259,"2Ξ ($2,581)"
72,0xc352b5,,
72,,0x717403,0.05Ξ ($13)
72,,0xc7fd64,0.20Ξ ($74)
72,,🖕🖕🖕.e…,0.69Ξ ($267)
72,,🖕🖕🖕.e…,0.69Ξ ($430)
73,0xc352b5,,
74,0xc352b5,,
74,0xe34bde,0xc352b5,
74,0xfd9065,0xe34bde,
74,WrappedC…,0xfd9065,
74,,0xf09d1a,<0.01Ξ ($2)
74,,0x098eb2,<0.01Ξ ($10)
74,,0x6881da,0Ξ ($39)
74,0xe34bde,WrappedC…,
75,0xc352b5,,
75,,blindmar…,0.16Ξ ($494)
75,,blindmar…,0.16Ξ ($627)
76,0xc352b5,,
76,,metaluck…,0.20Ξ ($824)
77,0xc352b5,,
78,0xc352b5,,
78,0xe34bde,0xc352b5,
78,0xfd9065,0xe34bde,
78,WrappedC…,0xfd9065,
78,,0xc2a8c8,<0.01Ξ ($14)
78,,0xc2a8c8,<0.01Ξ ($14)
78,0xe34bde,WrappedC…,
79,0xc352b5,,
79,0xe34bde,0xc352b5,
79,0xfd9065,0xe34bde,
79,WrappedC…,0xfd9065,
79,0xe34bde,WrappedC…,
